entidad,pais_de_origen,anio,trimestre,fecha,millones_de_dolares
Hidalgo,Tokelau,2021,1,2021-03-01,7.021012
Hidalgo,Botswana,2017,2,2017-06-01,3.994327
Baja California,Guinea-Bissau,2002,4,2002-12-01,1.481924
Yucatán,Tajikistan,2005,1,2005-03-01,5.784918
Colima,Uganda,2003,4,2003-12-01,2.980031
San Luis Potosí,Venezuela,2019,1,2019-03-01,0.917307
Sinaloa,Sierra Leone,2016,3,2016-09-01,0.629539
Oaxaca,Syrian Arab Republic,2023,3,2023-09-01,7.792702
Quintana Roo,Congo,2005,3,2005-09-01,4.211892
San Luis Potosí,Canada,2009,2,2009-06-01,4.743246
Jalisco,Saint Lucia,2018,1,2018-03-01,8.697831
Hidalgo,Tanzania,2005,1,2005-03-01,6.288542
Coahuila,Cyprus,2019,1,2019-03-01,0.226109
Oaxaca,Mayotte,2014,4,2014-12-01,6.53996
Yucatán,Tajikistan,2006,4,2006-12-01,8.713782
Chihuahua,Cuba,2018,2,2018-06-01,4.639927
Quintana Roo,Bosnia and Herzegovina,2022,2,2022-06-01,8.372896
Baja California Sur,Afghanistan,2012,3,2012-09-01,8.14678
Yucatán,Morocco,2003,2,2003-06-01,7.617354
Veracruz,North Macedonia,2017,2,2017-06-01,5.800513
Querétaro,Morocco,2017,4,2017-12-01,6.348965
Nuevo León,Guam,2022,1,2022-03-01,5.59281
Zacatecas,Nicaragua,2017,3,2017-09-01,8.854819
Colima,Holy See (Vatican City State),2011,1,2011-03-01,2.598448
Morelos,Ireland,2011,3,2011-09-01,3.492947
Sinaloa,Burkina Faso,2012,4,2012-12-01,7.003431
Yucatán,Solomon Islands,2015,2,2015-06-01,4.500574
Campeche,Macao,2014,3,2014-09-01,8.884999
Chiapas,Ethiopia,2019,2,2019-06-01,8.333702
Chihuahua,Peru,2017,2,2017-06-01,8.042537
Quintana Roo,Mauritius,2006,2,2006-06-01,1.149188
Michoacán,Eritrea,2003,3,2003-09-01,8.368953
Baja California Sur,Guernsey,2016,3,2016-09-01,6.320839
Guerrero,Belarus,2019,1,2019-03-01,4.516561
Morelos,Cape Verde,2015,1,2015-03-01,4.13143
Ciudad de México,Paraguay,2007,1,2007-03-01,1.577263
Yucatán,Hungary,2018,4,2018-12-01,9.610044
Campeche,Svalbard & Jan Mayen Islands,2008,1,2008-03-01,8.016258
Zacatecas,Tajikistan,2019,2,2019-06-01,6.563308
Baja California Sur,Antarctica (the territory South of 60 deg S),2018,2,2018-06-01,9.198309
Campeche,Christmas Island,2001,3,2001-09-01,5.798242
Sinaloa,Greece,2022,1,2022-03-01,5.033345
Nayarit,Morocco,2002,4,2002-12-01,5.259873
Yucatán,Mauritius,2003,4,2003-12-01,9.140916
Coahuila,Tajikistan,2000,3,2000-09-01,1.149442
Nuevo León,South Georgia and the South Sandwich Islands,2016,4,2016-12-01,8.339477
Guerrero,Tuvalu,2022,3,2022-09-01,9.581917
Campeche,Tajikistan,2001,1,2001-03-01,9.17391
Campeche,North Macedonia,2001,2,2001-06-01,7.985929
Aguascalientes,Malaysia,2011,3,2011-09-01,5.08125
Estado de México,Thailand,2013,2,2013-06-01,8.300042
Aguascalientes,Serbia,2013,1,2013-03-01,5.274953
Ciudad de México,Cape Verde,2011,2,2011-06-01,8.528424
Nuevo León,Benin,2004,2,2004-06-01,2.253217
Michoacán,Portugal,2021,4,2021-12-01,6.123297
Michoacán,Georgia,2008,2,2008-06-01,2.264259
Aguascalientes,Antigua and Barbuda,2018,4,2018-12-01,5.647408
Quintana Roo,Cambodia,2022,1,2022-03-01,3.50504
Puebla,Macao,2007,3,2007-09-01,9.880815
Nuevo León,North Macedonia,2022,3,2022-09-01,7.005742
Colima,Oman,2003,4,2003-12-01,3.704094
Tabasco,Guyana,2005,1,2005-03-01,9.272861
Zacatecas,Singapore,2002,2,2002-06-01,6.876407
Nayarit,Seychelles,2021,4,2021-12-01,3.500372
Nayarit,Cocos (Keeling) Islands,2022,4,2022-12-01,0.093944
Morelos,Saudi Arabia,2015,3,2015-09-01,6.17986
Michoacán,Macao,2000,3,2000-09-01,4.325814
Zacatecas,Mali,2002,1,2002-03-01,7.513236
Veracruz,Thailand,2009,1,2009-03-01,6.482791
Hidalgo,Iran,2014,2,2014-06-01,8.866022
Veracruz,American Samoa,2012,1,2012-03-01,2.151322
Morelos,Portugal,2009,3,2009-09-01,5.328392
Veracruz,Macao,2022,2,2022-06-01,4.960459
Puebla,Guernsey,2003,4,2003-12-01,8.770259
Sinaloa,Cape Verde,2008,1,2008-03-01,5.437875
Zacatecas,Holy See (Vatican City State),2023,1,2023-03-01,7.326272
Zacatecas,Seychelles,2022,1,2022-03-01,4.341003
Chiapas,Afghanistan,2017,3,2017-09-01,3.95087
Querétaro,Paraguay,2012,4,2012-12-01,1.453988
Tamaulipas,Guam,2006,3,2006-09-01,7.825976
Nayarit,Christmas Island,2017,2,2017-06-01,7.14853
Ciudad de México,Montenegro,2000,3,2000-09-01,5.311409
Jalisco,San Marino,2016,1,2016-03-01,0.829417
Yucatán,Saint Barthelemy,2008,1,2008-03-01,8.710016
Nuevo León,South Georgia and the South Sandwich Islands,2023,4,2023-12-01,9.851498
Sonora,Tokelau,2006,4,2006-12-01,6.263226
Campeche,Saint Kitts and Nevis,2015,2,2015-06-01,6.757567
Sinaloa,Brazil,2009,4,2009-12-01,0.402844
Guerrero,Lesotho,2014,1,2014-03-01,1.714214
Michoacán,France,2003,1,2003-03-01,0.096887
Jalisco,China,2021,1,2021-03-01,4.607481
Coahuila,Brazil,2015,3,2015-09-01,3.26936
Guanajuato,Fiji,2002,1,2002-03-01,1.630841
Puebla,Belarus,2004,4,2004-12-01,8.601418
San Luis Potosí,American Samoa,2006,3,2006-09-01,9.988725
San Luis Potosí,Botswana,2019,1,2019-03-01,9.137467
Guanajuato,Paraguay,2019,1,2019-03-01,3.478028
Quintana Roo,Tanzania,2012,1,2012-03-01,8.141153
Baja California,Algeria,2010,1,2010-03-01,7.228937
Hidalgo,Christmas Island,2011,2,2011-06-01,9.517629
Yucatán,Turkey,2008,3,2008-09-01,3.725487
Colima,Mayotte,2016,1,2016-03-01,0.338977
Tlaxcala,Iraq,2015,1,2015-03-01,9.307322
San Luis Potosí,French Southern Territories,2013,4,2013-12-01,8.22256
Coahuila,Bahamas,2003,3,2003-09-01,5.948641
Nayarit,Nauru,2002,3,2002-09-01,3.565831
Zacatecas,Egypt,2011,4,2011-12-01,6.052495
Morelos,Guernsey,2004,3,2004-09-01,7.714283
Morelos,Saint Pierre and Miquelon,2003,3,2003-09-01,8.056967
Chihuahua,French Southern Territories,2010,3,2010-09-01,7.572994
Aguascalientes,Iraq,2016,2,2016-06-01,2.834094
San Luis Potosí,Lesotho,2014,1,2014-03-01,6.023469
Aguascalientes,Isle of Man,2023,3,2023-09-01,8.051529
Michoacán,Korea,2020,1,2020-03-01,6.095571
San Luis Potosí,Poland,2005,1,2005-03-01,7.178114
Michoacán,Peru,2001,3,2001-09-01,6.081358
Durango,Algeria,2000,3,2000-09-01,5.627752
Coahuila,Isle of Man,2016,1,2016-03-01,6.168665
Yucatán,Saint Barthelemy,2006,4,2006-12-01,1.743
Nuevo León,Afghanistan,2016,3,2016-09-01,9.854975
Sonora,Eritrea,2002,1,2002-03-01,7.950117
Puebla,Benin,2005,1,2005-03-01,9.583978
Jalisco,Lao People's Democratic Republic,2012,1,2012-03-01,1.422649
Querétaro,Saint Pierre and Miquelon,2003,3,2003-09-01,9.095747
Baja California,Botswana,2013,4,2013-12-01,3.058813
Puebla,Botswana,2002,1,2002-03-01,4.971365
Guanajuato,Peru,2010,3,2010-09-01,7.213905
San Luis Potosí,New Caledonia,2007,4,2007-12-01,6.885807
Aguascalientes,Bosnia and Herzegovina,2017,4,2017-12-01,8.545907
Ciudad de México,Tajikistan,2007,4,2007-12-01,3.885921
Puebla,Isle of Man,2011,2,2011-06-01,9.252166
Colima,Heard Island and McDonald Islands,2014,3,2014-09-01,1.298644
Guanajuato,Antarctica (the territory South of 60 deg S),2016,1,2016-03-01,9.516697
Tamaulipas,Algeria,2003,1,2003-03-01,4.071225
Jalisco,Costa Rica,2022,4,2022-12-01,5.933162
Oaxaca,Morocco,2011,2,2011-06-01,7.786068
Baja California Sur,South Georgia and the South Sandwich Islands,2002,2,2002-06-01,7.058483
Colima,United Arab Emirates,2016,3,2016-09-01,8.753039
Sinaloa,Paraguay,2007,3,2007-09-01,3.7735
Colima,French Southern Territories,2010,1,2010-03-01,5.529553
Jalisco,Mauritius,2008,1,2008-03-01,0.181349
Ciudad de México,Greece,2011,3,2011-09-01,1.368667
Nuevo León,Rwanda,2008,4,2008-12-01,0.767289
Nuevo León,Afghanistan,2021,4,2021-12-01,8.042814
Zacatecas,American Samoa,2007,3,2007-09-01,2.700618
Guerrero,Rwanda,2022,4,2022-12-01,1.888375
Coahuila,Saint Kitts and Nevis,2021,1,2021-03-01,9.77868
Jalisco,San Marino,2006,1,2006-03-01,8.074364
Morelos,Jersey,2014,2,2014-06-01,5.258046
Ciudad de México,Samoa,2014,3,2014-09-01,5.676858
Morelos,Pakistan,2010,3,2010-09-01,2.132081
Veracruz,Cambodia,2014,1,2014-03-01,3.348222
Querétaro,Faroe Islands,2018,2,2018-06-01,1.423567
Coahuila,Ireland,2006,3,2006-09-01,9.000308
Yucatán,Saint Barthelemy,2018,1,2018-03-01,8.651081
Durango,Isle of Man,2016,3,2016-09-01,1.333916
Chiapas,South Georgia and the South Sandwich Islands,2003,2,2003-06-01,5.070288
Yucatán,Angola,2005,3,2005-09-01,3.464278
Baja California Sur,Ethiopia,2017,1,2017-03-01,3.405234
Tlaxcala,Chad,2012,2,2012-06-01,4.552495
Colima,Ecuador,2008,1,2008-03-01,5.083915
Jalisco,French Southern Territories,2014,2,2014-06-01,1.155191
Jalisco,Sudan,2002,4,2002-12-01,9.416378
Jalisco,San Marino,2001,3,2001-09-01,1.274622
Tlaxcala,Oman,2005,1,2005-03-01,1.887204
Aguascalientes,Hungary,2002,3,2002-09-01,8.123598
Sinaloa,Mali,2010,4,2010-12-01,1.697168
Chihuahua,Fiji,2001,1,2001-03-01,6.516451
Nayarit,Gambia,2010,4,2010-12-01,7.164333
Colima,French Southern Territories,2016,4,2016-12-01,2.215773
Tlaxcala,Gabon,2004,4,2004-12-01,2.362604
Nuevo León,Saint Kitts and Nevis,2018,3,2018-09-01,1.183148
Aguascalientes,Tajikistan,2008,3,2008-09-01,3.157655
San Luis Potosí,Tajikistan,2005,4,2005-12-01,7.959347
Morelos,Netherlands Antilles,2000,1,2000-03-01,2.006561
Tabasco,Tuvalu,2023,4,2023-12-01,2.278629
Durango,Moldova,2008,2,2008-06-01,3.934753
Nayarit,United States of America,2005,4,2005-12-01,4.228147
Morelos,Lithuania,2023,3,2023-09-01,1.393378
Hidalgo,Belarus,2003,1,2003-03-01,1.801539
Campeche,Ethiopia,2008,2,2008-06-01,6.803767
Estado de México,Nauru,2022,1,2022-03-01,2.700302
Ciudad de México,Bahamas,2017,3,2017-09-01,7.674558
Oaxaca,Sierra Leone,2010,2,2010-06-01,1.745604
Michoacán,Eritrea,2011,2,2011-06-01,8.360924
Guanajuato,Samoa,2003,1,2003-03-01,7.824387
Campeche,Eritrea,2007,1,2007-03-01,0.678754
Guanajuato,South Georgia and the South Sandwich Islands,2020,4,2020-12-01,9.423903
Baja California Sur,Liberia,2016,2,2016-06-01,3.48014
Yucatán,Venezuela,2017,3,2017-09-01,2.431253
Veracruz,American Samoa,2022,1,2022-03-01,4.883805
Puebla,Brazil,2016,3,2016-09-01,9.079501
Tamaulipas,Guernsey,2007,4,2007-12-01,5.764827
Nuevo León,Gabon,2002,2,2002-06-01,3.46656
Nuevo León,Guinea-Bissau,2007,1,2007-03-01,3.427508
Chihuahua,Norway,2000,3,2000-09-01,0.108526
Guanajuato,Palau,2002,1,2002-03-01,2.920327
Veracruz,Madagascar,2004,4,2004-12-01,2.416992
Guerrero,Saint Barthelemy,2016,3,2016-09-01,4.856799
Durango,Germany,2006,4,2006-12-01,4.999056
Guanajuato,Pakistan,2015,3,2015-09-01,8.128323
Zacatecas,Malta,2004,4,2004-12-01,2.181437
Michoacán,Jersey,2004,1,2004-03-01,5.326986
Nuevo León,Netherlands Antilles,2010,4,2010-12-01,3.032302
Tabasco,Macao,2019,1,2019-03-01,9.298898
Tamaulipas,Fiji,2009,3,2009-09-01,5.516734
San Luis Potosí,China,2004,2,2004-06-01,9.73369
Durango,Qatar,2023,4,2023-12-01,9.969666
Querétaro,Antigua and Barbuda,2021,2,2021-06-01,1.95045
Nayarit,Turkey,2002,2,2002-06-01,6.19334
Hidalgo,Tokelau,2002,1,2002-03-01,0.199405
Baja California Sur,Togo,2003,4,2003-12-01,0.890142
Tlaxcala,Swaziland,2015,1,2015-03-01,8.79968
Colima,Wallis and Futuna,2016,2,2016-06-01,8.958962
Veracruz,Tanzania,2023,1,2023-03-01,7.869263
Aguascalientes,Ireland,2004,2,2004-06-01,5.637381
Hidalgo,Macao,2002,4,2002-12-01,3.88837
Tlaxcala,Morocco,2021,3,2021-09-01,8.508828
Chihuahua,Wallis and Futuna,2019,3,2019-09-01,0.16949
Colima,Saint Lucia,2007,3,2007-09-01,8.018175
Oaxaca,Libyan Arab Jamahiriya,2017,2,2017-06-01,8.549681
Querétaro,Congo,2012,3,2012-09-01,6.000189
Aguascalientes,North Macedonia,2005,1,2005-03-01,6.313946
Sinaloa,Equatorial Guinea,2018,2,2018-06-01,8.621868
Nuevo León,Greece,2005,3,2005-09-01,4.445307
Puebla,Holy See (Vatican City State),2006,2,2006-06-01,8.8198
Sonora,Cocos (Keeling) Islands,2001,3,2001-09-01,4.43507
Aguascalientes,Saint Barthelemy,2003,3,2003-09-01,0.199838
Campeche,Hungary,2017,3,2017-09-01,8.070889
Nayarit,Greenland,2014,1,2014-03-01,1.01691
Jalisco,Tuvalu,2021,4,2021-12-01,8.615097
Aguascalientes,Morocco,2014,1,2014-03-01,6.511646
Sinaloa,Cocos (Keeling) Islands,2008,4,2008-12-01,1.959428
Guerrero,Netherlands Antilles,2022,2,2022-06-01,4.324645
Durango,Lesotho,2003,1,2003-03-01,6.625633
Baja California,United Arab Emirates,2004,4,2004-12-01,8.192012
Hidalgo,American Samoa,2011,2,2011-06-01,8.962476
Sinaloa,Isle of Man,2018,3,2018-09-01,2.571057
Ciudad de México,Heard Island and McDonald Islands,2014,3,2014-09-01,3.573039
Veracruz,Tanzania,2001,2,2001-06-01,8.359835
Zacatecas,Liberia,2004,1,2004-03-01,7.899395
Chihuahua,Honduras,2005,2,2005-06-01,3.48291
Guanajuato,Benin,2003,3,2003-09-01,9.129591
Puebla,Antigua and Barbuda,2014,3,2014-09-01,5.773965
Nuevo León,Libyan Arab Jamahiriya,2002,1,2002-03-01,9.014194
Baja California Sur,Turkey,2021,4,2021-12-01,3.452313
Veracruz,Saint Kitts and Nevis,2014,3,2014-09-01,9.052813
Campeche,El Salvador,2007,3,2007-09-01,8.942316
Puebla,Qatar,2002,4,2002-12-01,7.756921
Puebla,Sudan,2004,2,2004-06-01,0.350968
Guanajuato,Mayotte,2013,3,2013-09-01,3.378883
Colima,Pakistan,2014,4,2014-12-01,3.579849
Durango,Antarctica (the territory South of 60 deg S),2015,3,2015-09-01,4.712919
Hidalgo,Morocco,2012,3,2012-09-01,8.618964
Jalisco,Christmas Island,2015,2,2015-06-01,7.871792
Veracruz,Lesotho,2019,4,2019-12-01,0.973523
Aguascalientes,Bahamas,2005,3,2005-09-01,2.020686
Nuevo León,Macao,2004,3,2004-09-01,8.614922
Tabasco,Cape Verde,2011,2,2011-06-01,7.913792
Hidalgo,Grenada,2011,4,2011-12-01,1.880955
San Luis Potosí,Korea,2009,4,2009-12-01,3.290203
Guanajuato,Morocco,2016,1,2016-03-01,7.74362
Guerrero,Qatar,2002,1,2002-03-01,6.578505
Sonora,Georgia,2003,4,2003-12-01,9.089224
Sonora,Christmas Island,2000,4,2000-12-01,8.864943
Tlaxcala,Cape Verde,2015,2,2015-06-01,1.231808
San Luis Potosí,Guam,2014,2,2014-06-01,7.132751
Colima,Lesotho,2002,2,2002-06-01,6.453309
Yucatán,Isle of Man,2015,2,2015-06-01,8.96971
Michoacán,South Georgia and the South Sandwich Islands,2022,4,2022-12-01,9.745267
Tabasco,Sierra Leone,2009,1,2009-03-01,2.725605
Querétaro,Saint Pierre and Miquelon,2012,3,2012-09-01,9.134395
Nayarit,Cape Verde,2015,1,2015-03-01,2.256789
Jalisco,Canada,2022,3,2022-09-01,8.754746
Michoacán,Indonesia,2018,4,2018-12-01,9.980238
Baja California Sur,Korea,2015,3,2015-09-01,6.33362
Estado de México,Burkina Faso,2019,4,2019-12-01,2.464978
Chihuahua,Andorra,2012,1,2012-03-01,2.327949
Quintana Roo,Honduras,2018,1,2018-03-01,7.050593
Sonora,Cameroon,2016,4,2016-12-01,8.939232
San Luis Potosí,Greenland,2006,4,2006-12-01,2.763843
Tamaulipas,Brazil,2005,3,2005-09-01,3.792204
Baja California,Andorra,2002,4,2002-12-01,5.947478
Veracruz,Paraguay,2016,1,2016-03-01,1.931387
Morelos,New Caledonia,2020,3,2020-09-01,5.911505
Jalisco,Botswana,2023,3,2023-09-01,8.18682
Tamaulipas,Ethiopia,2013,2,2013-06-01,2.746828
Guerrero,Latvia,2002,2,2002-06-01,0.086053
Tlaxcala,Spain,2002,1,2002-03-01,9.770822
Quintana Roo,Benin,2005,3,2005-09-01,7.888064
Tamaulipas,Korea,2000,1,2000-03-01,7.946146
Querétaro,Tanzania,2000,3,2000-09-01,7.541937
Nuevo León,Ireland,2009,2,2009-06-01,9.586657
Zacatecas,Latvia,2014,3,2014-09-01,4.849946
Campeche,Egypt,2019,3,2019-09-01,3.912172
Chiapas,Greenland,2004,2,2004-06-01,2.13541
Coahuila,Heard Island and McDonald Islands,2021,2,2021-06-01,5.466591
Campeche,France,2001,4,2001-12-01,1.972457
Puebla,Monaco,2016,4,2016-12-01,6.16539
Jalisco,Grenada,2023,1,2023-03-01,1.604959
Durango,Fiji,2012,3,2012-09-01,1.380979
Jalisco,United Arab Emirates,2020,4,2020-12-01,5.504698
Coahuila,Andorra,2016,4,2016-12-01,6.079203
Quintana Roo,Portugal,2008,2,2008-06-01,2.616826
Guerrero,Hong Kong,2008,2,2008-06-01,3.516153
Guanajuato,France,2018,1,2018-03-01,3.242429
Baja California Sur,Tuvalu,2021,3,2021-09-01,7.721766
Guanajuato,Holy See (Vatican City State),2021,3,2021-09-01,2.92752
Tamaulipas,Serbia,2000,4,2000-12-01,5.998047
Yucatán,Algeria,2002,3,2002-09-01,4.245128
Oaxaca,Eritrea,2002,3,2002-09-01,6.311442
Zacatecas,Cocos (Keeling) Islands,2006,4,2006-12-01,8.697036
Michoacán,Isle of Man,2014,2,2014-06-01,2.645527
Chiapas,Macao,2014,1,2014-03-01,5.86436
Yucatán,Cuba,2010,1,2010-03-01,2.494916
Colima,Seychelles,2022,2,2022-06-01,7.971434
Jalisco,Cocos (Keeling) Islands,2004,2,2004-06-01,5.960925
Jalisco,Angola,2019,1,2019-03-01,5.378523
Sinaloa,Cambodia,2021,2,2021-06-01,0.307427
Sonora,Algeria,2014,3,2014-09-01,1.665415
Michoacán,Fiji,2020,4,2020-12-01,1.532224
Estado de México,Guinea-Bissau,2001,1,2001-03-01,0.672633
Sinaloa,South Africa,2020,1,2020-03-01,3.177108
Colima,Vietnam,2019,2,2019-06-01,2.359146
Durango,American Samoa,2002,4,2002-12-01,5.877361
Baja California Sur,Qatar,2018,1,2018-03-01,3.310442
Tlaxcala,Aruba,2005,1,2005-03-01,1.172341
Durango,Isle of Man,2008,1,2008-03-01,5.101387
Nuevo León,Saint Lucia,2004,4,2004-12-01,3.210722
Yucatán,South Georgia and the South Sandwich Islands,2013,4,2013-12-01,9.61434
Baja California Sur,Central African Republic,2000,3,2000-09-01,9.861166
Morelos,Cyprus,2019,4,2019-12-01,2.258662
Campeche,Seychelles,2023,2,2023-06-01,3.948393
Baja California Sur,Mayotte,2006,4,2006-12-01,3.472735
Sonora,Wallis and Futuna,2022,2,2022-06-01,1.695372
Quintana Roo,Pakistan,2023,4,2023-12-01,7.56373
Jalisco,Togo,2008,3,2008-09-01,8.586173
Veracruz,Tuvalu,2001,2,2001-06-01,5.208566
Tamaulipas,Saint Kitts and Nevis,2018,2,2018-06-01,9.300522
Yucatán,Uganda,2023,2,2023-06-01,0.812301
Baja California,United States of America,2004,1,2004-03-01,3.171017
Nuevo León,Sudan,2006,4,2006-12-01,6.668672
Sonora,Indonesia,2008,1,2008-03-01,9.079106
Yucatán,Macao,2003,4,2003-12-01,7.78235
Zacatecas,Egypt,2002,3,2002-09-01,4.681938
Ciudad de México,China,2011,1,2011-03-01,6.243635
Campeche,Angola,2019,2,2019-06-01,3.442051
Hidalgo,Singapore,2011,4,2011-12-01,5.482848
Ciudad de México,Tuvalu,2020,2,2020-06-01,7.833017
Baja California,Christmas Island,2021,4,2021-12-01,0.878843
Zacatecas,Mauritius,2016,1,2016-03-01,4.698524
Yucatán,Brazil,2012,1,2012-03-01,4.642663
Durango,Libyan Arab Jamahiriya,2004,2,2004-06-01,0.784619
Jalisco,Greenland,2021,3,2021-09-01,4.93923
Tamaulipas,Belarus,2008,3,2008-09-01,7.946904
Hidalgo,Equatorial Guinea,2023,4,2023-12-01,3.827599
Coahuila,United Arab Emirates,2009,3,2009-09-01,2.182498
Aguascalientes,Solomon Islands,2009,2,2009-06-01,9.166493
Puebla,Tuvalu,2023,1,2023-03-01,2.96367
Quintana Roo,Bolivia,2014,2,2014-06-01,5.753868
Colima,Cameroon,2011,4,2011-12-01,1.107183
San Luis Potosí,Malaysia,2020,4,2020-12-01,6.113823
Chihuahua,Guadeloupe,2000,3,2000-09-01,1.245908
Colima,Singapore,2009,3,2009-09-01,4.438712
Nayarit,Greenland,2011,4,2011-12-01,8.962342
Guanajuato,Liberia,2000,4,2000-12-01,3.06775
Campeche,Jordan,2009,4,2009-12-01,7.047945
Colima,South Georgia and the South Sandwich Islands,2003,3,2003-09-01,1.458872
Michoacán,French Southern Territories,2021,4,2021-12-01,5.790666
Oaxaca,Antarctica (the territory South of 60 deg S),2011,1,2011-03-01,9.462517
Aguascalientes,Botswana,2010,4,2010-12-01,4.486483
Guerrero,Serbia,2004,2,2004-06-01,2.966616
Guanajuato,Cape Verde,2016,4,2016-12-01,5.102015
Colima,Mexico,2002,2,2002-06-01,5.300672
Chihuahua,Iraq,2003,2,2003-06-01,9.570087
Nayarit,Saint Barthelemy,2005,1,2005-03-01,1.787239
Morelos,Monaco,2002,4,2002-12-01,2.13025
Zacatecas,Canada,2019,4,2019-12-01,1.13699
Nuevo León,Heard Island and McDonald Islands,2002,2,2002-06-01,0.638917
Coahuila,Canada,2016,2,2016-06-01,6.255771
Durango,Faroe Islands,2019,2,2019-06-01,9.967285
Zacatecas,Tuvalu,2015,4,2015-12-01,7.412185
Nayarit,Aruba,2004,1,2004-03-01,8.699715
Baja California,Qatar,2021,3,2021-09-01,8.894625
Nayarit,Burkina Faso,2019,2,2019-06-01,6.860173
Nayarit,Andorra,2009,4,2009-12-01,4.790642
Sinaloa,Madagascar,2013,4,2013-12-01,4.950454
Nayarit,Germany,2002,2,2002-06-01,6.505346
Veracruz,North Macedonia,2003,1,2003-03-01,3.831453
Sinaloa,Heard Island and McDonald Islands,2011,2,2011-06-01,8.09183
Chihuahua,Gambia,2006,4,2006-12-01,1.292862
Tabasco,Bolivia,2010,1,2010-03-01,2.665638
Zacatecas,Belarus,2012,2,2012-06-01,0.583921
Guanajuato,Mali,2016,1,2016-03-01,1.400188
Chiapas,Syrian Arab Republic,2006,4,2006-12-01,6.653265
Sinaloa,Aruba,2013,2,2013-06-01,5.436481
Michoacán,Iraq,2006,3,2006-09-01,0.215802
Tlaxcala,Tanzania,2006,1,2006-03-01,2.246882
Estado de México,Singapore,2017,2,2017-06-01,5.251862
Chiapas,Isle of Man,2020,3,2020-09-01,1.232502
Nuevo León,Algeria,2007,4,2007-12-01,9.59874
Quintana Roo,Paraguay,2015,2,2015-06-01,2.875979
Chihuahua,Tanzania,2016,1,2016-03-01,4.71411
San Luis Potosí,Moldova,2001,1,2001-03-01,6.985505
Querétaro,Afghanistan,2010,1,2010-03-01,7.078649
Jalisco,Mayotte,2021,4,2021-12-01,4.895969
Yucatán,Svalbard & Jan Mayen Islands,2018,3,2018-09-01,0.210971
Tamaulipas,Serbia,2003,4,2003-12-01,9.253946
Sonora,Gabon,2008,2,2008-06-01,9.19379
Estado de México,Lao People's Democratic Republic,2001,3,2001-09-01,6.690942
Campeche,Malta,2021,3,2021-09-01,4.935612
Baja California Sur,Liberia,2016,3,2016-09-01,9.333905
Michoacán,Georgia,2006,2,2006-06-01,0.275951
Morelos,Macao,2017,1,2017-03-01,0.418327
Michoacán,Greenland,2011,1,2011-03-01,2.175963
Tabasco,Costa Rica,2016,2,2016-06-01,0.989778
Durango,Cameroon,2023,1,2023-03-01,6.198068
Baja California,Burkina Faso,2009,1,2009-03-01,3.512868
Jalisco,Cocos (Keeling) Islands,2019,3,2019-09-01,7.681643
Estado de México,Montenegro,2010,4,2010-12-01,9.49896
Campeche,Tanzania,2017,2,2017-06-01,4.851347
Campeche,France,2022,2,2022-06-01,0.826096
Veracruz,Saint Lucia,2002,2,2002-06-01,0.41928
Ciudad de México,Gibraltar,2008,2,2008-06-01,5.727053
Nuevo León,Benin,2000,4,2000-12-01,8.284198
Hidalgo,Eritrea,2011,1,2011-03-01,8.963699
Oaxaca,Jamaica,2006,1,2006-03-01,8.594776
Colima,Faroe Islands,2022,1,2022-03-01,3.217658
Coahuila,Heard Island and McDonald Islands,2020,4,2020-12-01,6.193024
Durango,Gibraltar,2014,2,2014-06-01,9.23809
Coahuila,Eritrea,2009,2,2009-06-01,8.699995
Tamaulipas,Nicaragua,2017,4,2017-12-01,3.897752
Chiapas,United States of America,2020,2,2020-06-01,8.98582
Morelos,Mexico,2023,2,2023-06-01,2.936152
Aguascalientes,Morocco,2008,3,2008-09-01,4.700956
Chiapas,Togo,2015,4,2015-12-01,1.944038
Nuevo León,Thailand,2006,3,2006-09-01,5.610784
Oaxaca,Heard Island and McDonald Islands,2019,2,2019-06-01,0.938184
Colima,Solomon Islands,2010,1,2010-03-01,0.120635
Nuevo León,Fiji,2010,2,2010-06-01,0.224691
Veracruz,Jamaica,2001,1,2001-03-01,8.013233
Guerrero,Belarus,2008,4,2008-12-01,7.294919
Sonora,Fiji,2007,2,2007-06-01,8.924291
Baja California,Faroe Islands,2020,2,2020-06-01,0.046304
Campeche,Brazil,2017,3,2017-09-01,5.407976
Morelos,Uganda,2017,4,2017-12-01,9.65837
Michoacán,Tuvalu,2017,4,2017-12-01,0.063832
Tabasco,Uganda,2022,2,2022-06-01,1.362648
Tlaxcala,Jamaica,2007,3,2007-09-01,9.755927
Chihuahua,Brazil,2002,4,2002-12-01,3.163236
